S/N,MTANDAO,GENDER,MARITAL_STATUS,DEPENDENTS,AGE,UNIVERSITY,DEGREE,EARNINGS,REGISTRATION,LOAN_BOARD,PAST_FREQUENCY,FUTURE_FREQUENCY,PROBLEM_SOLVING,EXCEPTIONAL_SERVICE_EXPERIENCE,VALUE_FOR_MONEY,PRICE_COMPARISON,WIDE_COVERAGE,CALL_DROPS,STRONG_SIGNALS,FREE_COMPLAINTS,SHARE_NEGATIVE_EXPERIENCE,HIGH_SWITCHING_COST,REDUCE_TRANSACTIONS,USUALLY_SWITCH_PROVIDERS,GET_THROUGH,DO_WHAT_THEY_SAY,TIMELY_EFFECTIVE_COMPLAINTS,HIGH_SWITCHING_ENERGY_TIME,FUTURE_TRANSACTIONS,LOYAL,FIRST_CHOICE
1563,TIGO,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2020,0.4,3,3,SD,SA,F,D,SD,SA,A,SD,SA,F,SD,SD,F,D,SD,SA,D,F,A
1564,TIGO,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,,0.4,6,6,D,A,A,SA,SD,,D,A,D,D,D,D,A,A,D,A,A,A,
1565,TIGO,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2017,0,33,12,D,A,A,SA,SD,F,SD,SD,SD,F,SA,A,D,SA,SA,SD,SD,SA,SA
1566,TIGO,MALE,SINGLE,MORE THAN 4,18-35,SJUT,BACHELOR,BELOW 450000,2020,1,3,3,A,A,SD,A,SD,SD,SD,SD,SD,D,SA,D,D,A,A,D,A,A,D
1567,HALOTEL,MALE,SINGLE,3 TO 4,18-35,SJUT,BACHELOR,BELOW 450000,2017,1,,,A,A,SA,A,SA,SA,SA,A,SA,F,SA,A,F,SA,F,A,A,A,A
1568,HALOTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2017,0.5,96,70,SD,D,A,D,D,F,A,SD,F,A,SD,A,SD,F,SD,F,SA,A,SD
1569,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,,,0.8,15,15,D,A,A,A,D,D,D,D,A,F,D,A,A,F,F,F,F,F,F
1570,HALOTEL,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2019,0,75,29,SD,A,SD,D,F,SD,SA,SA,F,A,SD,D,A,SD,F,SA,SA,A,A
1571,HALOTEL,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2020,0,4,3,D,F,D,F,SD,SD,D,D,F,F,F,F,A,A,A,F,F,F,A
1572,AIRTEL,MALE,SINGLE,3 TO 4,18-35,SJUT,BACHELOR,BELOW 450000,2018,0.5,45,45,SA,SD,SD,D,D,SD,D,,SD,D,SD,SD,SD,D,SD,SD,D,SD,D
1573,HALOTEL,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2022,0.5,4,3,D,F,D,F,SD,SD,D,D,F,F,F,F,A,A,A,F,F,F,A
1574,VODA,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2020,0,15,11,SD,SA,A,D,F,SD,F,SD,A,,SD,A,D,A,A,A,F,F,SA
1575,AIRTEL,MALE,SINGLE,MORE THAN 4,18-35,SJUT,BACHELOR,BELOW 450000,2018,,12,23,F,A,D,SA,F,D,F,F,A,F,D,D,A,F,F,A,F,SD,D
1576,TIGO,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,,2019,0.8,11,6,D,F,SD,F,A,SD,SD,D,F,SD,SD,D,F,F,SD,F,SD,F,SD
1577,HALOTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2019,0.75,9,4,D,F,SD,A,A,SD,SD,F,D,SD,SD,A,SD,F,SD,SD,D,F,SD
1578,HALOTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2022,0.5,15,4,SD,A,D,SA,SD,F,D,A,D,F,SA,D,D,SA,A,A,F,A,D
1579,HALOTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2020,0,1,8,SA,SA,F,F,D,F,D,F,D,SA,F,A,F,A,A,A,A,SD,A
1580,HALOTEL,MALE,SINGLE,MORE THAN 4,18-35,SJUT,BACHELOR,BELOW 450000,2020,0.75,35,35,A,SA,D,F,D,D,SD,D,SD,D,D,SD,SD,F,F,A,F,A,D
1581,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,,0.82,64,6,SD,A,F,D,SD,SD,A,SD,SD,D,SD,SA,SA,SA,A,SA,SA,SA,SA
1582,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2023,0.7,12,35,F,F,A,F,F,D,D,D,F,F,SA,A,F,SA,F,F,F,A,A
1583,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,,2017,0,12,24,A,SA,D,SA,,SD,SA,SA,A,,A,F,F,F,A,A,SA,SA,SA
1584,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2022,0.87,45,12,D,A,SD,D,SD,A,D,D,D,SA,D,F,A,F,F,F,SA,A,SD
1585,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2022,0.3,27,19,A,A,D,SA,SD,D,D,F,D,F,A,F,A,D,F,A,A,SA,SA
1586,VODA,FEMALE,SINGLE,3 TO 4,18-35,SJUT,BACHELOR,BELOW 450000,2020,0.65,64,90,SD,A,SD,F,SD,SA,SA,F,A,SD,D,SD,A,SD,F,SA,SA,A,A
1587,HALOTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2018,1,6,6,SD,D,F,F,F,SA,F,SD,SA,SD,,SD,SD,F,D,F,SA,SA,SA
1588,TIGO,FEMALE,SINGLE,MORE THAN 4,18-35,SJUT,BACHELOR,BELOW 450000,2008,0,5,6,D,F,F,D,A,D,F,A,D,A,,,A,A,F,A,F,A,F
1589,VODA,FEMALE,SEPARATED,MORE THAN 4,18-35,SJUT,BACHELOR,BELOW 450000,2009,0,6,6,D,A,A,A,A,A,A,D,D,D,,SD,SD,D,SD,D,F,SD,D
1590,AIRTEL,FEMALE,SINGLE,,18-35,SJUT,BACHELOR,BELOW 450000,2021,0.75,13,9,F,A,F,F,F,SA,F,A,SA,D,D,A,F,A,SA,SA,F,SA,SA
1591,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,,0.8,18,18,SA,SA,SD,SD,SD,SD,SD,SD,F,D,SA,D,A,SD,SD,A,SD,SA,SD
1592,AIRTEL,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,450000-1000000,2021,,12,,D,F,A,A,D,D,F,F,F,D,D,F,A,D,F,F,D,F,
1593,AIRTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2020,1,9,4,A,D,SD,F,D,A,F,A,,A,F,D,,A,,A,,A,A
1594,HALOTEL,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,450000-1000000,2018,0.25,9,10,SD,SA,F,A,SD,SD,A,A,SD,F,F,A,A,A,F,A,F,F,
1595,VODA,FEMALE,SINGLE,3 TO 4,18-35,SJUT,BACHELOR,BELOW 450000,2019,1,10,12,D,D,SA,A,SD,SD,SA,SA,A,D,A,F,A,F,F,A,F,A,F
1596,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2015,,12,10,F,F,F,A,D,D,F,F,F,F,F,D,D,F,F,SA,F,SD,F
1597,TIGO,MALE,MARRIED,MORE THAN 4,18-35,SJUT,BACHELOR,ABOVE 1000000,2010,0,3,3,A,F,SD,D,A,SD,SA,SD,A,D,A,A,D,D,D,D,SD,SD,D
1598,TIGO,FEMALE,SINGLE,MORE THAN 4,18-35,SJUT,BACHELOR,BELOW 450000,2021,1,3,6,A,A,SD,D,A,SD,SA,SD,A,D,F,F,D,D,D,D,SD,SD,D
1599,HALOTEL,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2021,1,13,14,D,SD,A,A,SD,A,D,SD,A,SD,A,A,D,D,A,F,SD,A,SD
1600,AIRTEL,FEMALE,SINGLE,,,SJUT,BACHELOR,BELOW 450000,2021,0.7,15,27,D,A,F,F,A,A,A,A,A,F,SA,,SD,SD,D,,SA,F,SA
1601,VODA,MALE,MARRIED,0 TO 2,18-35,SJUT,BACHELOR,ABOVE 1000000,2009,0,6,6,D,F,F,A,A,,F,F,SA,A,A,A,F,A,A,SA,A,A,A
1602,HALOTEL,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,ABOVE 1000000,2018,,8,,SD,SA,SA,D,D,SA,D,,SA,D,D,D,F,SD,SA,SA,SD,SD,SA
1603,TIGO,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2010,1,20,35,SA,SA,SA,SA,SA,SA,SA,A,SA,A,SA,A,A,A,A,,A,SA,SA
1604,HALOTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2022,1,13,13,SA,SA,SA,SA,SA,SA,SA,,SA,F,F,F,F,,SA,F,SA,F,SA
1605,VODA,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,450000-1000000,2021,0.7,60,90,SD,SD,SD,A,SD,A,A,A,SD,A,SD,SD,F,F,SD,SD,SD,SD,SD
1606,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,,0.8,4,3,SD,D,F,F,F,SD,F,F,F,A,A,SD,A,A,F,D,A,F,F
1607,TIGO,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2021,0,10,15,D,D,D,A,D,D,SD,F,A,A,F,SD,A,F,F,SD,F,F,F
1608,VODA,MALE,MARRIED,3 TO 4,36 TO 50,SJUT,BACHELOR,BELOW 450000,2019,0,75,11,D,SD,D,F,A,D,D,D,F,A,SD,D,F,F,F,,D,F,D
1609,AIRTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2017,0.7,3,3,D,SA,SA,SA,D,F,F,A,F,F,F,A,D,F,F,SD,SA,F,A
1610,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2017,1,3,3,SD,SD,SD,SD,SD,F,A,SD,SA,SD,SD,D,SA,SD,SD,SA,SD,SD,A
1611,TIGO,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2009,0.6,3,3,SD,F,SD,SA,SA,SA,SA,SA,SD,SD,SA,SA,A,A,SA,SA,A,A,SA
1612,TIGO,MALE,SINGLE,MORE THAN 4,18-35,SJUT,BACHELOR,450000-1000000,2018,,3,3,SD,SA,D,F,SD,F,SD,F,SD,F,SA,SA,SD,SD,F,F,SD,F,F
1613,TIGO,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2017,1,18,18,SD,SA,SA,F,F,SD,D,SA,SA,F,F,F,A,F,F,A,F,SA,SA
1614,TIGO,MALE,SINGLE,MORE THAN 4,,SJUT,BACHELOR,BELOW 450000,2020,,18,18,SD,A,SA,A,SA,SD,,SA,SA,D,SD,SD,SA,A,SA,D,SD,SA,SA
1615,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2018,1,17,18,SD,A,F,D,A,SA,A,F,A,A,F,A,A,A,A,SA,A,A,F
1616,HALOTEL,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2020,1,7,18,SD,A,F,SD,A,A,SD,F,F,SD,F,SA,SD,F,,SD,F,A,A
1617,AIRTEL,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2017,0.8,8,5,SD,A,SD,D,A,SA,A,F,D,F,A,D,A,A,A,A,D,A,SA
1618,HALOTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,,2010,0,12,14,D,A,SD,A,A,A,F,F,A,F,A,A,SA,A,F,,A,SA,A
1619,VODA,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2021,0.9,27,26,SD,SA,F,SA,A,D,D,SD,SD,D,SA,F,A,A,F,A,F,D,F
1620,HALOTEL,FEMALE,SINGLE,MORE THAN 4,18-35,SJUT,BACHELOR,,2010,,12,14,D,A,SD,F,SA,SD,SA,SD,SA,SD,A,SA,SD,D,SA,SA,SD,D,SA
1621,AIRTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,,0.7,12,6,SD,SD,SD,SD,A,A,A,SD,A,SD,F,F,SD,SD,SD,SD,SD,SD,SD
1622,AIRTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,,0.7,12,6,SD,SD,SD,SD,A,A,A,SD,A,SD,SD,F,SD,SD,SD,SD,SD,SD,SD
1623,AIRTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2013,0.87,3,3,SA,SA,D,F,A,D,D,A,A,D,D,F,F,D,D,A,D,D,A
1624,AIRTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2022,1,16,15,F,F,SD,SA,SA,SD,F,SA,D,SA,F,F,A,SA,SA,SA,SA,A,SA
1625,VODA,FEMALE,SINGLE,3 TO 4,18-35,SJUT,BACHELOR,BELOW 450000,2019,0,8,3,SD,SA,SA,D,SA,A,SA,SA,D,F,SD,F,SA,SA,SA,SA,A,SA,SA
1626,AIRTEL,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2019,1,11,20,SD,SA,A,SD,A,D,A,SA,A,F,F,F,SD,SA,SA,SA,SA,SA,SA
1627,AIRTEL,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2020,1,9,11,D,A,D,A,SD,D,D,D,F,A,F,F,F,A,F,D,F,F,F
1628,AIRTEL,MALE,SINGLE,MORE THAN 4,18-35,SJUT,BACHELOR,BELOW 450000,2010,0,9,12,SD,A,F,D,SD,A,F,A,A,D,A,D,A,A,F,SA,SD,SA,A
1629,VODA,FEMALE,MARRIED,0 TO 2,18-35,SJUT,BACHELOR,,2019,,13,21,D,A,A,SA,SD,D,D,A,A,F,F,F,A,A,A,SA,SD,SA,SD
1630,TIGO,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,,2018,0,6,7,SD,A,SD,A,SD,SD,SD,SA,SD,SA,SA,F,D,SA,F,SD,A,A,SA
1631,HALOTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,ABOVE 1000000,2018,0.87,54,43,D,F,F,A,SD,D,SD,D,A,SA,SA,A,SD,SD,SA,SA,A,SA,SA
1632,VODA,FEMALE,MARRIED,3 TO 4,18-35,SJUT,BACHELOR,BELOW 450000,2021,0,97,43,SA,SD,D,SD,SA,SD,A,F,SA,SD,A,D,SA,A,SD,A,SA,SD,A
1633,HALOTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2019,0,5,3,SD,SA,F,A,F,F,F,D,A,A,F,F,F,F,A,D,A,SA,SA
1634,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2017,0.08,3,7,SA,SA,A,A,SA,SD,F,SA,SD,A,D,SD,A,SA,SA,SA,SA,A,A
1635,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,,2022,0,3,4,SA,A,D,A,D,D,D,A,A,D,SD,A,A,A,A,D,A,A,A
1636,AIRTEL,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,,2022,0,9,9,F,D,A,A,F,F,D,F,F,F,D,A,F,F,D,F,A,A,A
1637,TIGO,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2020,0.8,,,D,F,SD,A,SA,SA,A,A,A,D,D,A,A,A,F,A,A,SA,SA
1638,TIGO,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,,0,5,11,D,D,D,A,D,D,SD,F,A,A,F,SD,A,F,F,SD,F,F,F
1639,TIGO,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,,0,30,95,D,SD,D,D,F,D,D,SD,A,SD,D,SD,F,SD,D,A,SD,F,SD
1640,HALOTEL,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2017,0,21,6,D,SA,SD,F,SD,SD,SD,SD,SA,SD,SA,D,D,SD,SD,A,D,SA,D
1641,HALOTEL,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,,2021,0.39,42,38,SD,A,A,A,SD,SD,SD,SD,A,SD,A,A,A,A,SD,A,SD,SA,SA
1642,TIGO,FEMALE,SINGLE,3 TO 4,18-35,SJUT,BACHELOR,BELOW 450000,2019,0.3,7,5,SD,D,F,SA,SD,D,F,A,SA,D,D,A,A,F,F,SD,A,A,A
1643,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2022,0.45,33,33,D,SA,SA,SA,SA,SD,SD,SD,SD,F,SD,D,A,F,A,D,D,SD,SA
1644,TIGO,FEMALE,SINGLE,3 TO 4,18-35,SJUT,BACHELOR,BELOW 450000,2016,0.5,3,,A,SA,SA,D,D,SD,A,A,D,A,D,D,A,A,A,A,A,A,A
1645,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2022,0.82,12,12,SD,SD,SD,A,SD,SD,D,,A,D,F,A,SD,A,F,F,SA,SA,SA
1646,TIGO,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,,2023,0,16,18,A,A,D,A,SA,SD,A,A,F,SA,F,F,F,F,F,A,SA,SA,SA
1647,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2018,0,12,9,SD,SD,D,D,F,SD,A,A,A,F,D,D,F,A,D,F,SA,SA,SA
1648,HALOTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2021,0,90,90,SD,A,D,D,D,SD,D,SD,A,A,D,D,F,A,D,F,SA,SA,A
1649,HALOTEL,MALE,SINGLE,MORE THAN 4,18-35,SJUT,BACHELOR,BELOW 450000,2019,0.7,7,8,F,D,A,SA,D,F,D,F,A,F,A,F,A,A,F,A,A,SA,SA
1650,VODA,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,,0,3,35,SD,A,A,SD,F,F,F,F,F,SD,D,F,F,D,F,F,D,F,A
1651,AIRTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2023,0.88,37,75,SD,,A,A,SD,SD,SD,F,SD,F,SA,SD,SD,SD,SA,SD,SA,F,F
1652,TIGO,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2021,1,5,3,SD,D,F,SD,A,F,SD,A,A,D,F,F,D,A,D,SD,SA,F,A
1653,AIRTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,450000-1000000,2021,0.5,3,3,F,F,F,F,SD,D,A,F,F,F,D,F,F,D,A,D,F,F,F
1654,TIGO,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,450000-1000000,2018,1,12,5,SD,SA,SA,SA,F,SD,SD,F,SA,F,SA,A,SA,F,SD,SD,SD,SD,SD
1655,HALOTEL,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2021,0.8,3,3,D,A,SD,A,SD,D,D,A,A,A,D,D,A,A,A,A,A,SA,A
1656,TIGO,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,450000-1000000,2021,1,3,3,A,A,A,SD,SD,D,SD,D,SD,A,A,A,SD,A,A,A,A,A,A
1657,TIGO,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2021,1,3,3,A,SA,SD,,D,SA,,SD,D,D,A,A,SD,,D,SD,,D,A
1658,HALOTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2020,0,9,9,SD,SA,SD,A,SA,SA,SD,SA,SD,SD,SD,A,SA,SA,SA,SA,A,SA,A
1659,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2010,1,12,12,SD,SD,SD,D,A,SA,SA,A,D,SD,D,SD,SA,SA,SA,SA,F,A,SA
1660,VODA,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,,1,36,36,SD,SD,SA,SA,SA,SA,SA,SA,A,SA,A,A,D,SA,A,SA,SA,SA,SA
1661,AIRTEL,FEMALE,SINGLE,MORE THAN 4,18-35,SJUT,BACHELOR,BELOW 450000,2021,1,3,9,SD,SA,D,A,SD,A,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD
1662,TIGO,MALE,SINGLE,MORE THAN 4,18-35,SJUT,BACHELOR,BELOW 450000,2021,1,3,3,SD,SA,SA,SA,D,SD,SD,F,F,A,A,SD,A,F,SD,SD,SD,SD,SD
1663,HALOTEL,FEMALE,MARRIED,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2013,1,9,9,D,A,D,A,SD,F,F,A,SA,SA,SD,SA,F,SA,D,SA,A,SA,SA
1664,HALOTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2018,0.8,3,3,A,SA,F,SA,F,A,SA,SA,A,A,SA,A,SA,A,A,SA,SA,A,SA
1665,HALOTEL,FEMALE,SINGLE,MORE THAN 4,18-35,SJUT,BACHELOR,BELOW 450000,2018,0.75,8,12,A,SA,SD,SA,SD,SD,SA,SA,SA,SD,A,A,A,A,A,SA,SA,A,SA
1666,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2015,1,3,3,SD,SA,SA,SA,F,D,,D,SD,SD,F,F,SD,D,F,A,F,F,F
1667,HALOTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2023,1,12,12,SD,SA,SA,SA,F,SD,SD,SD,F,F,SA,SD,SA,SA,SD,SA,F,SA,F
1668,HALOTEL,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2021,1,42,42,F,SA,SA,SD,SD,D,SD,SA,F,A,A,A,SA,SA,A,SA,A,SA,SA
1669,HALOTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2015,1,5,6,F,F,F,A,F,A,F,A,F,F,F,A,SA,F,D,A,A,SA,A
1670,TIGO,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2022,1,3,3,D,A,SA,SA,SD,D,D,SD,A,D,A,A,D,SD,A,D,SA,A,A
1671,VODA,MALE,SINGLE,,18-35,SJUT,BACHELOR,BELOW 450000,2016,1,3,3,A,F,F,F,F,F,A,A,A,F,F,A,A,A,F,A,F,F,F
1672,HALOTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2022,0.4,30,25,SD,SD,F,SA,A,A,D,A,F,F,D,A,A,A,A,SA,A,A,F
1673,TIGO,MALE,SINGLE,3 TO 4,18-35,SJUT,BACHELOR,BELOW 450000,,0.8,3,3,SA,F,A,SA,SD,A,SA,D,SA,SD,A,D,A,D,SA,F,SD,D,D
1674,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2017,1,3,4,A,SA,D,A,SA,D,A,SD,A,SD,A,SA,D,A,SD,F,A,D,F
1675,TIGO,MALE,SEPARATED,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2012,0.75,90,90,A,A,SD,SA,SD,SD,SD,SD,SA,D,F,A,SD,SD,SD,D,A,SD,F
1676,HALOTEL,FEMALE,SINGLE,MORE THAN 4,18-35,SJUT,BACHELOR,BELOW 450000,2018,1,90,90,SA,SA,A,F,D,D,F,D,D,F,A,SA,SA,SA,A,A,A,SA,SA
1677,HALOTEL,,SINGLE,MORE THAN 4,18-35,SJUT,BACHELOR,ABOVE 1000000,2021,,90,90,SD,F,D,D,F,F,A,A,F,A,D,F,D,D,D,A,A,F,F
1678,VODA,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2021,0.6,90,90,SD,D,,SD,F,D,F,SD,F,,F,F,F,SA,,SD,F,SD,SD
1679,HALOTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2021,0.23,9,12,D,A,F,D,D,SD,SD,A,SA,SD,SD,A,SA,SA,A,F,F,A,SD
1680,HALOTEL,FEMALE,SINGLE,MORE THAN 4,18-35,SJUT,BACHELOR,,2021,1,3,3,SD,SA,A,A,,F,SD,,D,,,SD,D,,F,SD,A,A,A
1681,HALOTEL,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2010,0.8,90,90,A,F,SA,F,SA,A,SA,A,SA,A,SA,A,SA,A,A,A,A,A,A
1682,VODA,MALE,SINGLE,MORE THAN 4,18-35,SJUT,BACHELOR,BELOW 450000,2013,0.8,3,3,D,A,A,SA,F,SD,F,F,A,F,D,SD,SD,F,D,SA,D,F,SA
1683,HALOTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2022,1,90,90,SD,A,SA,A,SD,A,SA,SA,D,A,A,,,SD,SD,SD,SD,SD,SD
1684,TIGO,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,,1,24,36,SD,SD,F,F,,F,SA,SA,SA,,SD,SD,SD,SD,SA,SD,SA,SA,SA
1685,HALOTEL,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2014,1,40,8,SD,SA,SD,SA,SD,SD,SD,SA,SD,SD,SD,SD,SA,SD,SA,SD,SA,SA,SA
1686,AIRTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2017,0.75,30,12,D,SD,A,SA,SD,SA,D,SA,D,A,A,A,F,D,F,D,D,A,A
1687,VODA,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2020,,24,12,SD,SD,F,F,SA,F,SA,A,F,SA,D,D,A,F,A,A,F,A,A
1688,VODA,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2021,0,4,19,D,D,A,A,D,D,A,A,A,D,A,A,A,A,A,A,A,A,A
1689,HALOTEL,MALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,,,0.8,21,24,F,D,SD,SA,D,SA,SD,SD,SA,SA,F,SD,F,D,SD,SA,F,SA,A
1690,HALOTEL,MALE,SINGLE,MORE THAN 4,18-35,SJUT,BACHELOR,BELOW 450000,2018,0.9,60,37,SA,SA,D,D,SD,F,D,F,F,A,D,A,F,F,F,D,A,SA,SA
1691,TIGO,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,BELOW 450000,2020,1,12,12,D,SD,SD,A,D,A,D,A,SD,,D,SD,SD,A,A,A,A,A,A
1692,TIGO,FEMALE,SINGLE,0 TO 2,18-35,SJUT,BACHELOR,,2020,0,3,3,SD,A,A,,D,D,F,F,A,SD,D,D,F,A,F,A,F,A,SA
